date;state;city;place_type;confirmed;deaths;is_last;estimated_population;city_ibge_code;confirmed_per_100k_inhabitants;death_rate;Ranking IDHM 2010;IDHM 2010;IDHM Renda 2010;IDHM Longevidade 2010;IDHM Educação 2010
2022-03-26;PI;Acauã;city;228;2;True;7102.0;2200053.0;3210.36328;0.0088;5408 º;528;0517;0692;411
2022-03-26;PI;Agricolândia;city;829;10;True;5131.0;2200103.0;16156.6946;0.0121;4167 º;599;0550;0742;526
2022-03-26;PI;Água Branca;city;1702;77;True;17470.0;2200202.0;9742.41557;0.0452;3312 º;639;0600;0763;569
2022-03-26;PI;Alagoinha do Piauí;city;402;13;True;7665.0;2200251.0;5244.6184;0.0323;5390 º;531;0535;0716;391
2022-03-26;PI;Alegrete do Piauí;city;553;9;True;4918.0;2200277.0;11244.4083;0.0163;4515 º;585;0564;0749;475
2022-03-26;PI;Alto Longá;city;858;15;True;14339.0;2200301.0;5983.68087;0.0175;4515 º;585;0567;0751;470
2022-03-26;PI;Altos;city;5568;107;True;40605.0;2200400.0;13712.59697;0.0192;3820 º;614;0590;0767;512
2022-03-26;PI;Alvorada do Gurguéia;city;709;14;True;5445.0;2200459.0;13021.12029;0.0197;4670 º;578;0520;0749;496
2022-03-26;PI;Amarante;city;1736;36;True;17604.0;2200509.0;9861.39514;0.0207;4198 º;598;0574;0750;497
2022-03-26;PI;Angical do Piauí;city;901;12;True;6783.0;2200608.0;13283.20802;0.0133;3487 º;630;0610;0737;555
2022-03-26;PI;Anísio de Abreu;city;291;15;True;9938.0;2200707.0;2928.15456;0.0515;4284 º;594;0534;0768;512
2022-03-26;PI;Antônio Almeida;city;409;11;True;3170.0;2200806.0;12902.2082;0.0269;3702 º;620;0579;0781;527
2022-03-26;PI;Aroazes;city;699;15;True;5827.0;2200905.0;11995.88124;0.0215;4562 º;583;0563;0752;468
2022-03-26;PI;Aroeiras do Itaim;city;188;2;True;2551.0;2200954.0;7369.65896;0.0106;5461 º;519;0502;0738;378
2022-03-26;PI;Arraial;city;172;3;True;4720.0;2201002.0;3644.0678;0.0174;5049 º;560;0514;0761;449
2022-03-26;PI;Assunção do Piauí;city;410;10;True;7863.0;2201051.0;5214.2948;0.0244;5534 º;499;0462;0706;382
2022-03-26;PI;Avelino Lopes;city;527;23;True;11326.0;2201101.0;4653.01077;0.0436;5146 º;554;0532;0722;442
2022-03-26;PI;Baixa Grande do Ribeiro;city;2672;36;True;11671.0;2201150.0;22894.35353;0.0135;4965 º;564;0537;0751;446
2022-03-26;PI;Barra D'Alcântara;city;156;5;True;3952.0;2201176.0;3947.36842;0.0321;4695 º;577;0526;0777;471
2022-03-26;PI;Barras;city;5936;105;True;47185.0;2201200.0;12580.26915;0.0177;4255 º;595;0558;0779;485
2022-03-26;PI;Barreiras do Piauí;city;114;4;True;3352.0;2201309.0;3400.95465;0.0351;5098 º;557;0560;0730;423
2022-03-26;PI;Barro Duro;city;810;12;True;7027.0;2201408.0;11526.96741;0.0148;3866 º;612;0611;0729;514
2022-03-26;PI;Batalha;city;1453;40;True;26905.0;2201507.0;5400.48318;0.0275;5268 º;545;0540;0755;398
2022-03-26;PI;Bela Vista do Piauí;city;324;7;True;4030.0;2201556.0;8039.70223;0.0216;4718 º;576;0520;0709;519
2022-03-26;PI;Belém do Piauí;city;624;8;True;3587.0;2201572.0;17396.15277;0.0128;5186 º;551;0537;0696;448
2022-03-26;PI;Beneditinos;city;1474;41;True;10473.0;2201606.0;14074.28626;0.0278;5098 º;557;0561;0780;394
2022-03-26;PI;Bertolínia;city;1140;12;True;5507.0;2201705.0;20700.92609;0.0105;3866 º;612;0596;0758;507
2022-03-26;PI;Betânia do Piauí;city;183;4;True;6210.0;2201739.0;2946.8599;0.0219;5543 º;489;0486;0702;342
2022-03-26;PI;Boa Hora;city;607;7;True;6815.0;2201770.0;8906.82318;0.0115;4742 º;575;0534;0772;460
2022-03-26;PI;Bocaina;city;451;11;True;4505.0;2201804.0;10011.09878;0.0244;3448 º;632;0614;0773;532
2022-03-26;PI;Bom Jesus;city;3840;52;True;25387.0;2201903.0;15125.85181;0.0135;2716 º;668;0665;0799;562
2022-03-26;PI;Bom Princípio do Piauí;city;240;13;True;5651.0;2201919.0;4247.03592;0.0542;5382 º;532;0526;0770;372
2022-03-26;PI;Bonfim do Piauí;city;518;9;True;5685.0;2201929.0;9111.69745;0.0174;5293 º;542;0542;0707;415
2022-03-26;PI;Boqueirão do Piauí;city;884;14;True;6426.0;2201945.0;13756.61376;0.0158;5049 º;560;0555;0729;434
2022-03-26;PI;Brasileira;city;739;21;True;8347.0;2201960.0;8853.48029;0.0284;4695 º;577;0572;0752;446
2022-03-26;PI;Brejo do Piauí;city;160;5;True;3848.0;2201988.0;4158.00416;0.0312;5481 º;515;0531;0725;354
2022-03-26;PI;Buriti dos Lopes;city;1494;37;True;19807.0;2202000.0;7542.7879;0.0248;4941 º;565;0544;0735;452
2022-03-26;PI;Buriti dos Montes;city;722;10;True;8264.0;2202026.0;8736.68925;0.0139;4764 º;574;0527;0780;460
2022-03-26;PI;Cabeceiras do Piauí;city;759;17;True;10630.0;2202059.0;7140.16933;0.0224;4562 º;583;0540;0769;476
2022-03-26;PI;Cajazeiras do Piauí;city;83;2;True;3573.0;2202075.0;2322.97789;0.0241;5002 º;562;0525;0752;449
2022-03-26;PI;Cajueiro da Praia;city;499;21;True;7674.0;2202083.0;6502.47589;0.0421;5253 º;546;0551;0739;400
2022-03-26;PI;Caldeirão Grande do Piauí;city;551;2;True;5781.0;2202091.0;9531.22297;0.0036;4444 º;588;0561;0744;486
2022-03-26;PI;Campinas do Piauí;city;254;2;True;5620.0;2202109.0;4519.57295;0.0079;5277 º;544;0524;0776;397
2022-03-26;PI;Campo Alegre do Fidalgo;city;404;2;True;5069.0;2202117.0;7970.01381;0.005;5345 º;537;0528;0762;385
2022-03-26;PI;Campo Grande do Piauí;city;518;11;True;5965.0;2202133.0;8683.98994;0.0212;5049 º;560;0545;0721;446
2022-03-26;PI;Campo Largo do Piauí;city;519;8;True;7311.0;2202174.0;7098.89208;0.0154;5408 º;528;0479;0766;401
2022-03-26;PI;Campo Maior;city;6817;168;True;46893.0;2202208.0;14537.35099;0.0246;2986 º;656;0629;0793;566
2022-03-26;PI;Canavieira;city;305;7;True;3944.0;2202251.0;7733.26572;0.023;4562 º;583;0525;0778;485
2022-03-26;PI;Canto do Buriti;city;1604;50;True;21258.0;2202307.0;7545.39467;0.0312;4718 º;576;0571;0724;462
2022-03-26;PI;Capitão de Campos;city;852;30;True;11445.0;2202406.0;7444.29882;0.0352;4562 º;583;0552;0773;465
2022-03-26;PI;Capitão Gervásio Oliveira;city;144;11;True;4114.0;2202455.0;3500.24307;0.0764;5157 º;553;0503;0725;464
2022-03-26;PI;Caracol;city;442;17;True;10964.0;2202505.0;4031.37541;0.0385;5169 º;552;0533;0771;409
2022-03-26;PI;Caraúbas do Piauí;city;194;12;True;5890.0;2202539.0;3293.71817;0.0619;5515 º;505;0480;0775;347
2022-03-26;PI;Caridade do Piauí;city;749;5;True;5085.0;2202554.0;14729.59685;0.0067;5306 º;541;0520;0715;426
2022-03-26;PI;Castelo do Piauí;city;2249;39;True;19715.0;2202604.0;11407.5577;0.0173;4467 º;587;0566;0754;473
2022-03-26;PI;Caxingó;city;157;2;True;5451.0;2202653.0;2880.20547;0.0127;5546 º;488;0498;0708;329
2022-03-26;PI;Cocal;city;1568;50;True;27845.0;2202703.0;5631.17256;0.0319;5537 º;497;0516;0712;334
2022-03-26;PI;Cocal de Telha;city;625;13;True;4899.0;2202711.0;12757.70565;0.0208;5128 º;555;0550;0780;399
2022-03-26;PI;Cocal dos Alves;city;425;7;True;6168.0;2202729.0;6890.40208;0.0165;5535 º;498;0504;0779;315
2022-03-26;PI;Coivaras;city;340;6;True;4032.0;2202737.0;8432.53968;0.0176;4941 º;565;0543;0732;453
2022-03-26;PI;Colônia do Gurguéia;city;690;14;True;6516.0;2202752.0;10589.3186;0.0203;3519 º;628;0578;0778;550
2022-03-26;PI;Colônia do Piauí;city;770;5;True;7661.0;2202778.0;10050.90719;0.0065;4444 º;588;0570;0772;462
2022-03-26;PI;Conceição do Canindé;city;527;7;True;4807.0;2202802.0;10963.1787;0.0133;4416 º;589;0559;0759;482
2022-03-26;PI;Coronel José Dias;city;131;6;True;4685.0;2202851.0;2796.15795;0.0458;5253 º;546;0518;0725;433
2022-03-26;PI;Corrente;city;2065;35;True;26709.0;2202901.0;7731.47628;0.0169;3254 º;642;0620;0789;540
2022-03-26;PI;Cristalândia do Piauí;city;70;4;True;8323.0;2203008.0;841.04289;0.0571;4786 º;573;0521;0770;469
2022-03-26;PI;Cristino Castro;city;1059;13;True;10444.0;2203107.0;10139.79318;0.0123;4921 º;566;0586;0713;434
2022-03-26;PI;Curimatá;city;1212;18;True;11426.0;2203206.0;10607.38666;0.0149;3984 º;607;0574;0741;527
2022-03-26;PI;Currais;city;386;3;True;4968.0;2203230.0;7769.72625;0.0078;5293 º;542;0490;0743;438
2022-03-26;PI;Curralinhos;city;509;3;True;4459.0;2203255.0;11415.1155;0.0059;5128 º;555;0512;0762;438
2022-03-26;PI;Curral Novo do Piauí;city;309;2;True;5367.0;2203271.0;5757.40637;0.0065;5416 º;527;0506;0685;422
2022-03-26;PI;Demerval Lobão;city;3806;39;True;13840.0;2203305.0;27500.0;0.0102;3735 º;618;0588;0781;515
2022-03-26;PI;Dirceu Arcoverde;city;308;10;True;7029.0;2203354.0;4381.84664;0.0325;5027 º;561;0563;0718;436
2022-03-26;PI;Dom Expedito Lopes;city;655;12;True;6922.0;2203404.0;9462.58307;0.0183;4123 º;601;0583;0762;488
2022-03-26;PI;Domingos Mourão;city;276;4;True;4354.0;2203420.0;6338.99862;0.0145;5194 º;550;0547;0755;403
2022-03-26;PI;Dom Inocêncio;city;321;7;True;9565.0;2203453.0;3355.98536;0.0218;5209 º;549;0498;0756;439
2022-03-26;PI;Elesbão Veloso;city;716;33;True;14575.0;2203503.0;4912.52144;0.0461;4638 º;580;0573;0758;450
2022-03-26;PI;Eliseu Martins;city;301;16;True;4930.0;2203602.0;6105.47667;0.0532;4255 º;595;0616;0742;462
2022-03-26;PI;Esperantina;city;2945;93;True;39848.0;2203701.0;7390.58422;0.0316;4029 º;605;0579;0769;497
2022-03-26;PI;Fartura do Piauí;city;189;6;True;5319.0;2203750.0;3553.29949;0.0317;5225 º;548;0506;0738;441
2022-03-26;PI;Flores do Piauí;city;188;5;True;4462.0;2203800.0;4213.35724;0.0266;5244 º;547;0525;0704;443
2022-03-26;PI;Floresta do Piauí;city;101;4;True;2560.0;2203859.0;3945.3125;0.0396;5339 º;538;0530;0753;391
2022-03-26;PI;Floriano;city;9801;180;True;60025.0;2203909.0;16328.19658;0.0184;1904 º;700;0676;0802;633
2022-03-26;PI;Francinópolis;city;76;6;True;5347.0;2204006.0;1421.35777;0.0789;4965 º;564;0523;0722;475
2022-03-26;PI;Francisco Ayres;city;436;7;True;4323.0;2204105.0;10085.58871;0.0161;4695 º;577;0565;0756;450
2022-03-26;PI;Francisco Macedo;city;501;6;True;3200.0;2204154.0;15656.25;0.012;5157 º;553;0567;0701;425
2022-03-26;PI;Francisco Santos;city;692;8;True;9372.0;2204204.0;7383.69612;0.0116;3957 º;608;0598;0754;498
2022-03-26;PI;Fronteiras;city;1091;11;True;11659.0;2204303.0;9357.57784;0.0101;3721 º;619;0621;0748;511
2022-03-26;PI;Geminiano;city;517;6;True;5460.0;2204352.0;9468.86447;0.0116;5027 º;561;0524;0755;446
2022-03-26;PI;Gilbués;city;908;7;True;10694.0;2204402.0;8490.74247;0.0077;5225 º;548;0574;0753;380
2022-03-26;PI;Guadalupe;city;1474;28;True;10497.0;2204501.0;14042.10727;0.019;3115 º;650;0639;0794;542
2022-03-26;PI;Guaribas;city;108;2;True;4568.0;2204550.0;2364.2732;0.0185;5507 º;508;0483;0711;381
2022-03-26;PI;Hugo Napoleão;city;811;9;True;3879.0;2204600.0;20907.45037;0.0111;4167 º;599;0528;0776;524
2022-03-26;PI;Ilha Grande;city;1292;21;True;9457.0;2204659.0;13661.83779;0.0163;4984 º;563;0534;0708;472
2022-03-26;PI;Inhuma;city;1778;28;True;15319.0;2204709.0;11606.50173;0.0157;3607 º;624;0562;0772;560
2022-03-26;PI;Ipiranga do Piauí;city;846;19;True;9838.0;2204808.0;8599.3088;0.0225;3487 º;630;0560;0765;583
2022-03-26;PI;Isaías Coelho;city;914;9;True;8566.0;2204907.0;10670.09106;0.0098;4590 º;582;0628;0767;410
2022-03-26;PI;Itainópolis;city;1394;13;True;11551.0;2205003.0;12068.2192;0.0093;5306 º;541;0545;0725;401
2022-03-26;PI;Itaueira;city;206;27;True;11028.0;2205102.0;1867.97243;0.1311;4562 º;583;0594;0727;460
2022-03-26;PI;Jacobina do Piauí;city;402;4;True;5729.0;2205151.0;7016.9314;0.01;5361 º;535;0509;0724;416
2022-03-26;PI;Jaicós;city;2513;42;True;19170.0;2205201.0;13109.02452;0.0167;5439 º;524;0556;0709;366
2022-03-26;PI;Jardim do Mulato;city;278;4;True;4513.0;2205250.0;6159.98227;0.0144;4309 º;593;0532;0711;550
2022-03-26;PI;Jatobá do Piauí;city;385;10;True;4875.0;2205276.0;7897.4359;0.026;4921 º;566;0525;0780;442
2022-03-26;PI;Jerumenha;city;211;7;True;4447.0;2205300.0;4744.77176;0.0332;4372 º;591;0569;0787;461
2022-03-26;PI;João Costa;city;319;4;True;3005.0;2205359.0;10615.6406;0.0125;5027 º;561;0510;0752;460
2022-03-26;PI;Joaquim Pires;city;1682;32;True;14376.0;2205409.0;11700.05565;0.019;5449 º;522;0485;0765;384
2022-03-26;PI;Joca Marques;city;613;8;True;5466.0;2205458.0;11214.78229;0.0131;5518 º;504;0501;0726;353
2022-03-26;PI;José de Freitas;city;6718;88;True;39336.0;2205508.0;17078.50315;0.0131;3735 º;618;0591;0781;512
2022-03-26;PI;Juazeiro do Piauí;city;532;4;True;5485.0;2205516.0;9699.17958;0.0075;4841 º;570;0522;0753;470
2022-03-26;PI;Júlio Borges;city;150;15;True;5640.0;2205524.0;2659.57447;0.1;4590 º;582;0500;0777;508
2022-03-26;PI;Jurema;city;307;7;True;4777.0;2205532.0;6426.62759;0.0228;5128 º;555;0511;0767;435
2022-03-26;PI;Lagoa Alegre;city;374;13;True;8577.0;2205557.0;4360.49901;0.0348;5194 º;550;0538;0728;425
2022-03-26;PI;Lagoa de São Francisco;city;605;4;True;6777.0;2205573.0;8927.25395;0.0066;5402 º;529;0499;0743;400
2022-03-26;PI;Lagoa do Barro do Piauí;city;1065;9;True;4656.0;2205565.0;22873.71134;0.0085;5524 º;502;0474;0744;358
2022-03-26;PI;Lagoa do Piauí;city;1057;6;True;4075.0;2205581.0;25938.65031;0.0057;4562 º;583;0548;0778;464
2022-03-26;PI;Lagoa do Sítio;city;97;13;True;5198.0;2205599.0;1866.10235;0.134;5306 º;541;0504;0745;421
2022-03-26;PI;Lagoinha do Piauí;city;395;9;True;2858.0;2205540.0;13820.85374;0.0228;4215 º;597;0561;0776;488
2022-03-26;PI;Landri Sales;city;1211;23;True;5283.0;2205607.0;22922.58187;0.019;4540 º;584;0563;0738;480
2022-03-26;PI;Luís Correia;city;2148;66;True;30438.0;2205706.0;7056.96826;0.0307;5306 º;541;0544;0730;398
2022-03-26;PI;Luzilândia;city;2755;61;True;25504.0;2205805.0;10802.2271;0.0221;5268 º;545;0550;0700;420
2022-03-26;PI;Madeiro;city;412;6;True;8342.0;2205854.0;4938.86358;0.0146;4984 º;563;0472;0772;489
2022-03-26;PI;Manoel Emídio;city;504;19;True;5351.0;2205904.0;9418.80022;0.0377;4786 º;573;0534;0758;466
2022-03-26;PI;Marcolândia;city;993;21;True;8543.0;2205953.0;11623.55145;0.0211;5002 º;562;0578;0700;438
2022-03-26;PI;Marcos Parente;city;396;9;True;4547.0;2206001.0;8709.03893;0.0227;4395 º;590;0580;0717;494
2022-03-26;PI;Massapê do Piauí;city;344;3;True;6449.0;2206050.0;5334.16033;0.0087;5432 º;525;0514;0730;386
2022-03-26;PI;Matias Olímpio;city;728;14;True;10958.0;2206100.0;6643.54809;0.0192;5002 º;562;0521;0779;438
2022-03-26;PI;Miguel Alves;city;2294;38;True;33833.0;2206209.0;6780.36237;0.0166;5332 º;539;0533;0742;396
2022-03-26;PI;Miguel Leão;city;289;3;True;1242.0;2206308.0;23268.9211;0.0104;3631 º;623;0579;0782;533
2022-03-26;PI;Milton Brandão;city;322;3;True;6608.0;2206357.0;4872.88136;0.0093;5507 º;508;0476;0772;357
2022-03-26;PI;Monsenhor Gil;city;1819;44;True;10564.0;2206407.0;17218.85649;0.0242;3796 º;615;0568;0781;524
2022-03-26;PI;Monsenhor Hipólito;city;786;6;True;7767.0;2206506.0;10119.73735;0.0076;5027 º;561;0591;0739;404
2022-03-26;PI;Monte Alegre do Piauí;city;1192;19;True;10615.0;2206605.0;11229.39237;0.0159;4670 º;578;0531;0768;474
2022-03-26;PI;Morro Cabeça no Tempo;city;166;4;True;4530.0;2206654.0;3664.45916;0.0241;5293 º;542;0472;0774;435
2022-03-26;PI;Morro do Chapéu do Piauí;city;1147;7;True;6811.0;2206670.0;16840.40523;0.0061;5194 º;550;0536;0742;418
2022-03-26;PI;Murici dos Portelas;city;330;11;True;9209.0;2206696.0;3583.45097;0.0333;5395 º;530;0489;0777;391
2022-03-26;PI;Nazaré do Piauí;city;455;15;True;7322.0;2206704.0;6214.14914;0.033;4718 º;576;0531;0707;510
2022-03-26;PI;Nazária;city;454;19;True;8602.0;2206720.0;5277.84236;0.0419;4101 º;602;0546;0780;512
2022-03-26;PI;Nossa Senhora de Nazaré;city;596;19;True;4891.0;2206753.0;12185.64711;0.0319;4495 º;586;0557;0780;462
2022-03-26;PI;Nossa Senhora dos Remédios;city;947;16;True;8723.0;2206803.0;10856.35676;0.0169;5370 º;533;0503;0732;411
2022-03-26;PI;Nova Santa Rita;city;151;4;True;4383.0;2207959.0;3445.12891;0.0265;5146 º;554;0520;0770;425
2022-03-26;PI;Novo Oriente do Piauí;city;426;13;True;6556.0;2206902.0;6497.86455;0.0305;5002 º;562;0547;0775;418
2022-03-26;PI;Novo Santo Antônio;city;281;5;True;3003.0;2206951.0;9357.30936;0.0178;5408 º;528;0536;0702;392
2022-03-26;PI;Oeiras;city;6021;91;True;37085.0;2207009.0;16235.6748;0.0151;3407 º;634;0619;0753;547
2022-03-26;PI;Olho D'Água do Piauí;city;291;3;True;2468.0;2207108.0;11790.92382;0.0103;4718 º;576;0537;0746;477
2022-03-26;PI;Padre Marcos;city;529;9;True;6873.0;2207207.0;7696.78452;0.017;5306 º;541;0531;0699;427
2022-03-26;PI;Paes Landim;city;240;8;True;4126.0;2207306.0;5816.77169;0.0333;4742 º;575;0537;0721;492
2022-03-26;PI;Pajeú do Piauí;city;104;9;True;3404.0;2207355.0;3055.22914;0.0865;5066 º;559;0560;0732;427
2022-03-26;PI;Palmeira do Piauí;city;237;6;True;5036.0;2207405.0;4706.11597;0.0253;5098 º;557;0570;0704;431
2022-03-26;PI;Palmeirais;city;332;24;True;14587.0;2207504.0;2275.99918;0.0723;5002 º;562;0515;0776;443
2022-03-26;PI;Paquetá;city;196;9;True;3937.0;2207553.0;4978.40996;0.0459;5502 º;509;0519;0731;348
2022-03-26;PI;Parnaguá;city;327;10;True;10819.0;2207603.0;3022.46049;0.0306;4742 º;575;0526;0777;464
2022-03-26;PI;Parnaíba;city;19497;482;True;153482.0;2207702.0;12703.11828;0.0247;2251 º;687;0658;0816;604
2022-03-26;PI;Passagem Franca do Piauí;city;258;11;True;4323.0;2207751.0;5968.07772;0.0426;5027 º;561;0594;0758;393
2022-03-26;PI;Patos do Piauí;city;453;12;True;6406.0;2207777.0;7071.49547;0.0265;4984 º;563;0529;0755;448
2022-03-26;PI;Pau D'Arco do Piauí;city;458;5;True;4065.0;2207793.0;11266.91267;0.0109;5487 º;514;0488;0742;376
2022-03-26;PI;Paulistana;city;1308;18;True;20554.0;2207801.0;6363.72482;0.0138;4144 º;600;0596;0767;472
2022-03-26;PI;Pavussu;city;502;15;True;3669.0;2207850.0;13682.20223;0.0299;5426 º;526;0512;0748;379
2022-03-26;PI;Pedro Laurentino;city;80;2;True;2544.0;2207934.0;3144.65409;0.025;5002 º;562;0479;0746;496
2022-03-26;PI;Picos;city;11630;182;True;78431.0;2208007.0;14828.32043;0.0156;1969 º;698;0684;0800;621
2022-03-26;PI;Pimenteiras;city;1332;31;True;12139.0;2208106.0;10972.89727;0.0233;4921 º;566;0553;0774;423
2022-03-26;PI;Piracuruca;city;3021;106;True;28874.0;2208304.0;10462.70001;0.0351;4238 º;596;0575;0770;478
2022-03-26;PI;Piripiri;city;13766;209;True;63787.0;2208403.0;21581.19993;0.0152;3393 º;635;0621;0775;533
2022-03-26;PI;Porto;city;553;15;True;12608.0;2208502.0;4386.10406;0.0271;5209 º;549;0537;0758;406
2022-03-26;PI;Porto Alegre do Piauí;city;186;4;True;2720.0;2208551.0;6838.23529;0.0215;4984 º;563;0539;0732;452
2022-03-26;PI;Prata do Piauí;city;265;5;True;3150.0;2208601.0;8412.69841;0.0189;4941 º;565;0527;0764;448
2022-03-26;PI;Queimada Nova;city;750;6;True;9017.0;2208650.0;8317.62227;0.008;5481 º;515;0490;0758;368
2022-03-26;PI;Redenção do Gurguéia;city;890;21;True;8796.0;2208700.0;10118.23556;0.0236;4416 º;589;0557;0766;478
2022-03-26;PI;Regeneração;city;1071;26;True;17979.0;2208809.0;5956.94977;0.0243;4372 º;591;0582;0714;498
2022-03-26;PI;Riacho Frio;city;138;5;True;4309.0;2208858.0;3202.59921;0.0362;5306 º;541;0483;0761;431
2022-03-26;PI;Ribeira do Piauí;city;46;7;True;4488.0;2208874.0;1024.95544;0.1522;5458 º;520;0505;0758;368
2022-03-26;PI;Ribeiro Gonçalves;city;968;16;True;7376.0;2208908.0;13123.64425;0.0165;4123 º;601;0568;0787;485
2022-03-26;PI;Rio Grande do Piauí;city;484;9;True;6433.0;2209005.0;7523.70589;0.0186;4802 º;572;0552;0767;442
2022-03-26;PI;Santa Cruz do Piauí;city;877;15;True;6247.0;2209104.0;14038.73859;0.0171;4123 º;601;0570;0720;530
2022-03-26;PI;Santa Cruz dos Milagres;city;289;2;True;4033.0;2209153.0;7165.88148;0.0069;4695 º;577;0524;0719;509
2022-03-26;PI;Santa Filomena;city;148;4;True;6254.0;2209203.0;2366.48545;0.027;5277 º;544;0530;0789;385
2022-03-26;PI;Santa Luz;city;260;8;True;5882.0;2209302.0;4420.26522;0.0308;4444 º;588;0539;0768;490
2022-03-26;PI;Santana do Piauí;city;285;7;True;4642.0;2209351.0;6139.595;0.0246;4764 º;574;0539;0736;476
2022-03-26;PI;Santa Rosa do Piauí;city;193;6;True;5255.0;2209377.0;3672.69267;0.0311;4903 º;567;0539;0699;483
2022-03-26;PI;Santo Antônio de Lisboa;city;125;5;True;6441.0;2209401.0;1940.69244;0.04;4540 º;584;0597;0704;473
2022-03-26;PI;Santo Antônio dos Milagres;city;266;3;True;2166.0;2209450.0;12280.70175;0.0113;3721 º;619;0524;0776;582
2022-03-26;PI;Santo Inácio do Piauí;city;283;6;True;3803.0;2209500.0;7441.49356;0.0212;3847 º;613;0543;0776;546
2022-03-26;PI;São Braz do Piauí;city;106;13;True;4451.0;2209559.0;2381.48731;0.1226;4238 º;596;0533;0771;514
2022-03-26;PI;São Félix do Piauí;city;426;4;True;2932.0;2209609.0;14529.33151;0.0094;3902 º;610;0587;0742;520
2022-03-26;PI;São Francisco de Assis do Piauí;city;142;3;True;5779.0;2209658.0;2457.17252;0.0211;5549 º;485;0462;0734;336
2022-03-26;PI;São Francisco do Piauí;city;229;10;True;6420.0;2209708.0;3566.97819;0.0437;4841 º;570;0557;0744;448
2022-03-26;PI;São Gonçalo do Gurguéia;city;231;5;True;3057.0;2209757.0;7556.42787;0.0216;5049 º;560;0572;0701;438
2022-03-26;PI;São Gonçalo do Piauí;city;469;8;True;5030.0;2209807.0;9324.05567;0.0171;3771 º;616;0538;0739;588
2022-03-26;PI;São João da Canabrava;city;622;8;True;4614.0;2209856.0;13480.71088;0.0129;5066 º;559;0539;0726;446
2022-03-26;PI;São João da Fronteira;city;267;7;True;6064.0;2209872.0;4403.0343;0.0262;5481 º;515;0516;0753;351
2022-03-26;PI;São João da Serra;city;431;17;True;6122.0;2209906.0;7040.18295;0.0394;4590 º;582;0545;0757;478
2022-03-26;PI;São João da Varjota;city;362;2;True;4848.0;2209955.0;7466.9967;0.0055;5066 º;559;0536;0708;460
2022-03-26;PI;São João do Arraial;city;930;10;True;8038.0;2209971.0;11570.0423;0.0108;5444 º;523;0496;0720;401
2022-03-26;PI;São João do Piauí;city;3644;38;True;20662.0;2210003.0;17636.24044;0.0104;3201 º;645;0615;0769;567
2022-03-26;PI;São José do Divino;city;356;13;True;5354.0;2210052.0;6649.23422;0.0365;4941 º;565;0529;0775;440
2022-03-26;PI;São José do Peixe;city;306;3;True;3741.0;2210102.0;8179.63111;0.0098;4786 º;573;0548;0766;449
2022-03-26;PI;São José do Piauí;city;250;9;True;6700.0;2210201.0;3731.34328;0.036;5169 º;552;0569;0700;423
2022-03-26;PI;São Julião;city;362;14;True;6371.0;2210300.0;5681.99655;0.0387;4284 º;594;0593;0775;455
2022-03-26;PI;São Lourenço do Piauí;city;69;3;True;4577.0;2210359.0;1507.53769;0.0435;4255 º;595;0560;0753;499
2022-03-26;PI;São Luis do Piauí;city;189;1;True;2646.0;2210375.0;7142.85714;0.0053;5146 º;554;0520;0757;433
2022-03-26;PI;São Miguel da Baixa Grande;city;196;3;True;2454.0;2210383.0;7986.96007;0.0153;4984 º;563;0557;0774;413
2022-03-26;PI;São Miguel do Fidalgo;city;216;4;True;3038.0;2210391.0;7109.94075;0.0185;5361 º;535;0505;0747;407
2022-03-26;PI;São Miguel do Tapuio;city;666;14;True;17639.0;2210409.0;3775.72425;0.021;5116 º;556;0508;0780;434
2022-03-26;PI;São Pedro do Piauí;city;2077;32;True;14324.0;2210508.0;14500.13963;0.0154;4255 º;595;0553;0776;492
2022-03-26;PI;São Raimundo Nonato;city;4345;68;True;34877.0;2210607.0;12458.06692;0.0157;2870 º;661;0631;0779;587
2022-03-26;PI;Sebastião Barros;city;25;3;True;3451.0;2210623.0;724.4277;0.12;5354 º;536;0508;0770;394
2022-03-26;PI;Sebastião Leal;city;570;9;True;4303.0;2210631.0;13246.57216;0.0158;5002 º;562;0516;0736;467
2022-03-26;PI;Sigefredo Pacheco;city;464;15;True;10058.0;2210656.0;4613.24319;0.0323;4614 º;581;0518;0764;496
2022-03-26;PI;Simões;city;994;15;True;14649.0;2210706.0;6785.44611;0.0151;4742 º;575;0560;0771;440
2022-03-26;PI;Simplício Mendes;city;2000;50;True;12746.0;2210805.0;15691.19724;0.025;3534 º;627;0613;0767;525
2022-03-26;PI;Socorro do Piauí;city;218;7;True;4563.0;2210904.0;4777.55862;0.0321;5027 º;561;0513;0739;465
2022-03-26;PI;Sussuapara;city;558;14;True;6767.0;2210938.0;8245.89922;0.0251;4495 º;586;0563;0749;476
2022-03-26;PI;Tamboril do Piauí;city;56;8;True;2929.0;2210953.0;1911.91533;0.1429;5529 º;501;0509;0685;360
2022-03-26;PI;Tanque do Piauí;city;422;1;True;2773.0;2210979.0;15218.17526;0.0024;4654 º;579;0553;0704;499
2022-03-26;PI;Teresina;city;119192;2760;True;868075.0;2211001.0;13730.61083;0.0232;526 º;751;0731;0820;707
2022-03-26;PI;União;city;2577;72;True;44569.0;2211100.0;5782.04582;0.0279;4695 º;577;0542;0781;453
