Ranking IDHM 2010;Município;IDHM 2010;IDHM Renda 2010;IDHM Longevidade 2010;IDHM Educação 2010;Estado
3469 º;Araguatins ;631;0604;0793;525;TO
3469 º;Cantagalo ;631;0598;0816;515;MG
3469 º;Desterro do Melo ;631;0618;0809;503;MG
3469 º;Sobrália ;631;0611;0805;510;MG
3469 º;Uruçuí ;631;0614;0794;516;PI
3469 º;Redentora ;631;0606;0792;523;RS
3469 º;Vargem Alegre ;631;0631;0819;486;MG
3469 º;Jari ;631;0636;0836;473;RS
3469 º;Senhora de Oliveira ;631;0603;0801;521;MG
3487 º;Angical do Piauí ;630;0610;0737;555;PI
3487 º;Ipiranga do Piauí ;630;0560;0765;583;PI
3487 º;Campos Sales ;630;0584;0769;556;CE
3487 º;Campina do Simão ;630;0598;0792;527;PR
3487 º;Jangada ;630;0567;0805;549;MT
3487 º;Penedo ;630;0602;0774;536;AL
3487 º;Acaiaca ;630;0610;0823;499;MG
3487 º;Ramilândia ;630;0639;0802;489;PR
3487 º;Bonópolis ;630;0630;0813;488;GO
3487 º;São Geraldo do Baixio ;630;0631;0824;482;MG
3487 º;Nova Módica ;630;0610;0779;527;MG
3487 º;Barra do Mendes ;630;0578;0784;553;BA
3487 º;Santa Rita de Ibitipoca ;630;0625;0793;505;MG
3487 º;Itinga do Maranhão ;630;0601;0764;545;MA
3501 º;Bacabeira ;629;0558;0768;580;MA
3501 º;Itaobim ;629;0613;0787;516;MG
3501 º;Pentecoste ;629;0562;0734;604;CE
3501 º;Belo Jardim ;629;0617;0783;514;PE
3501 º;Dores do Turvo ;629;0613;0829;490;MG
3501 º;Nova Cruz ;629;0589;0788;537;RN
3501 º;Encanto ;629;0589;0787;536;RN
3501 º;Várzea Alegre ;629;0569;0759;576;CE
3501 º;Cândido de Abreu ;629;0643;0783;494;PR
3501 º;Lassance ;629;0614;0795;511;MG
3501 º;Reduto ;629;0647;0801;480;MG
3501 º;Governador Edison Lobão ;629;0589;0764;552;MA
3501 º;São João do Triunfo ;629;0655;0801;475;PR
3501 º;Bodó ;629;0570;0772;565;RN
3501 º;Piau ;629;0647;0824;467;MG
3501 º;Rio Bonito do Iguaçu ;629;0631;0792;498;PR
3501 º;Vargem ;629;0636;0790;495;SC
3501 º;Turuçu ;629;0685;0814;446;RS
3519 º;Cutias ;628;0576;0760;566;AP
3519 º;Itacambira ;628;0570;0791;550;MG
3519 º;Riachão do Jacuípe ;628;0588;0755;559;BA
3519 º;Abaiara ;628;0540;0748;612;CE
3519 º;Acorizal ;628;0594;0816;510;MT
3519 º;Santana de Pirapama ;628;0617;0816;493;MG
3519 º;Serra Branca ;628;0598;0770;537;PB
3519 º;Berilo ;628;0580;0816;524;MG
3519 º;Monteiro ;628;0625;0709;558;PB
3519 º;Colônia do Gurguéia ;628;0578;0778;550;PI
3519 º;São Francisco do Oeste ;628;0581;0779;547;RN
3519 º;Abaetetuba ;628;0579;0798;537;PA
3519 º;Palmeiras do Tocantins ;628;0586;0810;522;TO
3519 º;Milagres ;628;0561;0777;569;CE
3519 º;Jordânia ;628;0613;0797;506;MG
3534 º;Lagoa Seca ;627;0621;0769;516;PB
3534 º;Itamaraju ;627;0641;0767;502;BA
3534 º;Cairu ;627;0600;0807;510;BA
3534 º;Pedra Azul ;627;0596;0797;518;MG
3534 º;Peçanha ;627;0630;0787;497;MG
3534 º;Pavão ;627;0599;0813;507;MG
3534 º;Pequizeiro ;627;0589;0806;518;TO
3534 º;Santa Rita ;627;0597;0774;534;PB
3534 º;Santa Teresinha ;627;0586;0820;513;PB
3534 º;Sumé ;627;0602;0765;534;PB
3534 º;Espinosa ;627;0582;0804;526;MG
3534 º;Bugre ;627;0602;0800;511;MG
3534 º;Santa Bárbara do Pará ;627;0575;0784;546;PA
3534 º;Vale do Paraíso ;627;0641;0792;485;RO
3534 º;Lambari D'Oeste ;627;0670;0787;467;MT
3534 º;Simplício Mendes ;627;0613;0767;525;PI
3534 º;Axixá do Tocantins ;627;0595;0733;566;TO
3534 º;Baixio ;627;0563;0763;575;CE
3534 º;São Gonçalo dos Campos ;627;0636;0752;516;BA
3534 º;Cachoeirinha ;627;0548;0762;590;TO
3534 º;Itaverava ;627;0613;0811;496;MG
3534 º;Lagoa da Confusão ;627;0630;0787;496;TO
3534 º;Riacho dos Machados ;627;0557;0808;547;MG
3534 º;Coronel Murta ;627;0578;0784;543;MG
3534 º;Buriti do Tocantins ;627;0575;0713;601;TO
3534 º;Cuparaque ;627;0621;0798;497;MG
3534 º;Cedro ;627;0592;0753;553;CE
3561 º;Itaitinga ;626;0583;0768;548;CE
3561 º;Coroaci ;626;0613;0811;493;MG
3561 º;Piedade dos Gerais ;626;0645;0840;453;MG
3561 º;Várzea ;626;0577;0771;552;RN
3561 º;Senhora dos Remédios ;626;0578;0776;548;MG
3561 º;Campo Redondo ;626;0554;0758;584;RN
3561 º;Raposa ;626;0568;0735;587;MA
3561 º;Tumiritinga ;626;0615;0827;482;MG
3561 º;Floresta ;626;0588;0775;538;PE
3561 º;Pocrane ;626;0614;0799;500;MG
3561 º;Coruripe ;626;0591;0769;541;AL
3561 º;Bonfim ;626;0597;0809;509;RR
3561 º;Joanésia ;626;0616;0803;495;MG
3561 º;Mambaí ;626;0610;0816;494;GO
3561 º;Mendes Pimentel ;626;0617;0768;518;MG
3561 º;Redenção ;626;0567;0750;577;CE
3561 º;Muribeca ;626;0575;0771;554;SE
3561 º;Guamaré ;626;0632;0769;505;RN
3561 º;Serra da Raiz ;626;0570;0792;544;PB
3561 º;Olhos-D'Água ;626;0607;0812;498;MG
3561 º;São Sebastião do Oeste ;626;0678;0832;434;MG
3561 º;Arari ;626;0587;0764;546;MA
3561 º;Santo Estêvão ;626;0611;0808;498;BA
3561 º;Pedra Branca do Amapari ;626;0628;0779;502;AP
3561 º;Santa Leopoldina ;626;0646;0797;477;ES
3561 º;Milhã ;626;0560;0784;558;CE
3587 º;Santa Cruz do Escalvado ;625;0618;0815;485;MG
3587 º;Guimarães ;625;0535;0772;592;MA
3587 º;Caetité ;625;0631;0801;484;BA
3587 º;Alto Paraíso ;625;0664;0804;457;RO
3587 º;São João do Pacuí ;625;0606;0798;504;MG
3587 º;Mâncio Lima ;625;0580;0770;546;AC
3587 º;Ibicaraí ;625;0609;0764;524;BA
3587 º;Brás Pires ;625;0582;0801;523;MG
3587 º;Gurjão ;625;0576;0729;581;PB
3587 º;Amargosa ;625;0616;0807;492;BA
3587 º;Lajes Pintadas ;625;0559;0769;568;RN
3587 º;Angical ;625;0564;0778;556;BA
3587 º;Paulistas ;625;0593;0791;521;MG
3587 º;Medeiros Neto ;625;0626;0777;501;BA
3587 º;Solonópole ;625;0565;0754;574;CE
3587 º;Nova Olinda ;625;0567;0779;554;CE
3587 º;Potiraguá ;625;0595;0754;545;BA
3587 º;Francisco Dumont ;625;0596;0797;513;MG
3587 º;Ervália ;625;0640;0828;460;MG
3587 º;Lagarto ;625;0613;0775;515;SE
3607 º;Icaraí de Minas ;624;0570;0799;533;MG
3607 º;Jenipapo de Minas ;624;0588;0793;520;MG
3607 º;Buritizeiro ;624;0603;0768;524;MG
3607 º;Jaguaruana ;624;0568;0779;548;CE
3607 º;Almino Afonso ;624;0578;0739;568;RN
3607 º;Medina ;624;0624;0821;475;MG
3607 º;Angicos ;624;0606;0756;530;RN
3607 º;Ourilândia do Norte ;624;0653;0795;467;PA
3607 º;Caxias ;624;0595;0753;543;MA
3607 º;Braúnas ;624;0635;0802;478;MG
3607 º;Itajá ;624;0586;0769;539;RN
3607 º;Lajes ;624;0578;0756;557;RN
3607 º;Pedra do Anta ;624;0636;0821;466;MG
3607 º;Amaral Ferrador ;624;0664;0802;457;RS
3607 º;Inhuma ;624;0562;0772;560;PI
3607 º;Caracaraí ;624;0601;0780;518;RR
3607 º;Ponte Alta do Tocantins ;624;0587;0779;531;TO
3607 º;Poté ;624;0584;0809;515;MG
3607 º;Rio Pardo de Minas ;624;0586;0798;520;MG
3607 º;Vale do Sol ;624;0681;0813;439;RS
3607 º;Capitão Andrade ;624;0630;0805;478;MG
3607 º;Caparaó ;624;0614;0836;473;MG
3607 º;Barra Longa ;624;0613;0823;482;MG
3607 º;Fortim ;624;0562;0734;588;CE
3631 º;Itapagé ;623;0561;0760;568;CE
3631 º;Tenente Laurentino Cruz ;623;0559;0737;586;RN
3631 º;Bela Cruz ;623;0533;0760;598;CE
3631 º;São José do Norte ;623;0663;0792;461;RS
3631 º;Caturité ;623;0617;0782;502;PB
3631 º;Esperança ;623;0598;0767;526;PB
3631 º;Miguel Leão ;623;0579;0782;533;PI
3631 º;São Miguel do Tocantins ;623;0582;0762;544;TO
3631 º;Zabelê ;623;0567;0725;587;PB
3631 º;Oriximiná ;623;0599;0778;520;PA
3631 º;Cabrobó ;623;0581;0773;539;PE
3631 º;Equador ;623;0578;0765;546;RN
3631 º;Elísio Medrado ;623;0590;0777;527;BA
3631 º;Divinolândia de Minas ;623;0603;0812;495;MG
3631 º;Lençóis ;623;0613;0775;510;BA
3631 º;Petrolândia ;623;0604;0755;531;PE
3631 º;São Miguel dos Campos ;623;0612;0770;514;AL
3631 º;Juti ;623;0646;0770;485;MS
3631 º;Valença ;623;0619;0778;502;BA
3631 º;Bom Jesus do Galho ;623;0615;0800;491;MG
3631 º;Guaraciaba ;623;0618;0794;493;MG
3631 º;Cedro de São João ;623;0608;0731;543;SE
3653 º;São Paulo do Potengi ;622;0584;0744;555;RN
3653 º;Ibitirama ;622;0609;0821;481;ES
3653 º;São Pedro do Suaçuí ;622;0611;0785;501;MG
3653 º;Plácido de Castro ;622;0593;0786;517;AC
3653 º;Abel Figueiredo ;622;0625;0800;481;PA
3653 º;Jacundá ;622;0628;0752;509;PA
3653 º;Francisco Badaró ;622;0575;0793;527;MG
3653 º;Monte do Carmo ;622;0608;0808;489;TO
3653 º;Dom Joaquim ;622;0610;0819;482;MG
3653 º;Dom Pedro ;622;0582;0759;545;MA
3653 º;Mirinzal ;622;0546;0756;582;MA
3653 º;Passa Sete ;622;0639;0782;482;RS
3653 º;Aratuba ;622;0530;0775;587;CE
3653 º;Missão Velha ;622;0579;0754;552;CE
3653 º;Palmácia ;622;0590;0742;551;CE
3653 º;Porteiras ;622;0531;0765;592;CE
3653 º;Quixeré ;622;0560;0774;556;CE
3653 º;Milagres ;622;0590;0789;518;BA
3653 º;Martins ;622;0580;0772;538;RN
3653 º;Nísia Floresta ;622;0601;0773;518;RN
3653 º;Quixabá ;622;0564;0737;579;PB
3653 º;Santarém ;622;0553;0765;568;PB
3653 º;São João do Cariri ;622;0618;0797;488;PB
3653 º;Calmon ;622;0618;0779;500;SC
3653 º;Ferreiros ;622;0589;0787;519;PE
3653 º;Palmares ;622;0588;0744;550;PE
3653 º;Imbaú ;622;0636;0785;481;PR
3680 º;Capim Grosso ;621;0620;0752;514;BA
3680 º;Piancó ;621;0593;0736;550;PB
3680 º;Campo Azul ;621;0550;0799;546;MG
3680 º;Jaguaribe ;621;0580;0760;543;CE
3680 º;Piraquê ;621;0593;0792;511;TO
3680 º;Campo do Brito ;621;0625;0793;484;SE
3680 º;Licínio de Almeida ;621;0582;0775;531;BA
3680 º;Augusto Severo ;621;0624;0774;495;RN
3680 º;Maragogipe ;621;0582;0793;518;BA
3680 º;Filadélfia ;621;0578;0792;522;TO
3680 º;Pacujá ;621;0562;0745;571;CE
3680 º;Japaratuba ;621;0581;0757;544;SE
3680 º;Goianorte ;621;0598;0805;497;TO
3680 º;Sertãozinho ;621;0554;0769;561;PB
3680 º;Cerro Negro ;621;0634;0829;455;SC
3680 º;Santana do Manhuaçu ;621;0622;0809;475;MG
3680 º;Doutor Severiano ;621;0567;0747;566;RN
3680 º;Catuti ;621;0563;0773;549;MG
3680 º;Cônego Marinho ;621;0550;0799;544;MG
3680 º;Prado ;621;0616;0784;497;BA
3680 º;Tamarana ;621;0628;0829;460;PR
3680 º;Portalegre ;621;0581;0754;547;RN
3702 º;Senador Modestino Gonçalves ;620;0566;0782;539;MG
3702 º;Itaquiraí ;620;0645;0772;479;MS
3702 º;São Félix de Minas ;620;0589;0795;510;MG
3702 º;Antônio Almeida ;620;0579;0781;527;PI
3702 º;Alto Rio Doce ;620;0595;0828;483;MG
3702 º;Itaberaba ;620;0638;0769;485;BA
3702 º;Bias Fortes ;620;0605;0796;495;MG
3702 º;Irará ;620;0587;0809;501;BA
3702 º;Passagem ;620;0566;0790;534;PB
3702 º;Urucará ;620;0551;0754;575;AM
3702 º;Monte Santo do Tocantins ;620;0572;0760;547;TO
3702 º;Santo Antônio ;620;0595;0782;512;RN
3702 º;Ipueiras ;620;0576;0797;518;TO
3702 º;Virgolândia ;620;0602;0795;497;MG
3702 º;Chapada da Natividade ;620;0590;0814;497;TO
3702 º;Camocim ;620;0565;0729;578;CE
3702 º;Jacinto ;620;0595;0807;496;MG
3702 º;Charrua ;620;0699;0885;385;RS
3702 º;São Luís do Curu ;620;0558;0719;593;CE
3721 º;Benjamin Constant do Sul ;619;0601;0801;492;RS
3721 º;Santo Antônio dos Milagres ;619;0524;0776;582;PI
3721 º;Matinha ;619;0579;0731;560;MA
3721 º;Cantá ;619;0581;0803;509;RR
3721 º;Brejo dos Santos ;619;0564;0776;541;PB
3721 º;Chapada de Areia ;619;0619;0726;529;TO
3721 º;Ipojuca ;619;0613;0774;499;PE
3721 º;Baturité ;619;0574;0753;548;CE
3721 º;Urucuia ;619;0559;0781;543;MG
3721 º;Fronteiras ;619;0621;0748;511;PI
3721 º;Senador Pompeu ;619;0574;0770;537;CE
3721 º;Rorainópolis ;619;0574;0798;519;RR
3721 º;Vitória do Jari ;619;0587;0781;517;AP
3721 º;Pingo-D'Água ;619;0603;0744;529;MG
3735 º;Maruim ;618;0590;0781;511;SE
3735 º;Demerval Lobão ;618;0588;0781;515;PI
3735 º;Formosa do Rio Preto ;618;0576;0763;536;BA
3735 º;Apuiarés ;618;0536;0741;593;CE
3735 º;Meruoca ;618;0559;0761;554;CE
3735 º;Arneiroz ;618;0565;0740;564;CE
3735 º;Santa Cruz ;618;0578;0779;523;PB
3735 º;Ipu ;618;0583;0762;532;CE
3735 º;Conde ;618;0591;0797;500;PB
3735 º;Toritama ;618;0655;0797;452;PE
3735 º;Catarina ;618;0551;0764;560;CE
3735 º;Umarizal ;618;0590;0792;506;RN
3735 º;Timbaúba ;618;0592;0769;519;PE
3735 º;Jaguaribara ;618;0575;0735;559;CE
3735 º;Reserva ;618;0650;0786;461;PR
3735 º;Malacacheta ;618;0609;0768;505;MG
3735 º;Mortugaba ;618;0598;0771;513;BA
3735 º;Viana ;618;0567;0758;548;MA
3735 º;José de Freitas ;618;0591;0781;512;PI
3735 º;Patu ;618;0599;0768;513;RN
3735 º;Mamonas ;618;0565;0779;537;MG
3756 º;Junco do Seridó ;617;0571;0715;576;PB
3756 º;Major Sales ;617;0573;0774;529;RN
3756 º;Muniz Ferreira ;617;0581;0761;531;BA
3756 º;José Raydan ;617;0596;0799;493;MG
3756 º;Salinas da Margarida ;617;0575;0729;561;BA
3756 º;Guaiúba ;617;0546;0768;560;CE
3756 º;Saubara ;617;0563;0738;565;BA
3756 º;São José do Sabugi ;617;0584;0781;514;PB
3756 º;Sítio D'Abadia ;617;0590;0802;497;GO
3756 º;Uibaí ;617;0575;0758;540;BA
3756 º;Riachuelo ;617;0591;0766;520;SE
3756 º;Parecis ;617;0604;0800;485;RO
3756 º;Vigia ;617;0594;0768;516;PA
3756 º;Puxinanã ;617;0574;0754;542;PB
3756 º;Cajuri ;617;0599;0804;487;MG
3771 º;Água Nova ;616;0527;0776;572;RN
3771 º;São Mateus do Maranhão ;616;0627;0723;515;MA
3771 º;Santa Fé do Araguaia ;616;0604;0804;482;TO
3771 º;Rio dos Bois ;616;0588;0795;501;TO
3771 º;Datas ;616;0590;0756;524;MG
3771 º;Fortaleza dos Nogueiras ;616;0566;0773;534;MA
3771 º;Buritis ;616;0650;0751;479;RO
3771 º;São Gonçalo do Piauí ;616;0538;0739;588;PI
3771 º;Itaguatins ;616;0572;0799;511;TO
3771 º;São Felipe ;616;0565;0787;525;BA
3771 º;Barreira ;616;0551;0771;551;CE
3771 º;Caravelas ;616;0626;0791;473;BA
3771 º;Herveiras ;616;0670;0792;441;RS
3771 º;Icapuí ;616;0572;0757;541;CE
3771 º;Soledade ;616;0598;0772;506;PB
3771 º;Massapê ;616;0541;0778;554;CE
3771 º;Santa Quitéria ;616;0546;0775;553;CE
3771 º;Chuvisca ;616;0655;0818;437;RS
3771 º;Ibipeba ;616;0577;0744;545;BA
3771 º;Matias Cardoso ;616;0584;0799;501;MG
3771 º;Ceará-Mirim ;616;0599;0774;505;RN
3771 º;Novorizonte ;616;0582;0804;500;MG
3771 º;Campanário ;616;0607;0831;464;MG
3771 º;Tabatinga ;616;0602;0769;505;AM
3771 º;Uruçuca ;616;0607;0758;507;BA
3796 º;Santa Fé de Minas ;615;0589;0804;492;MG
3796 º;Cedro ;615;0565;0717;573;PE
3796 º;Jequitinhonha ;615;0619;0817;461;MG
3796 º;São João do Paraíso ;615;0583;0808;493;MG
3796 º;Porto Rico do Maranhão ;615;0538;0772;561;MA
3796 º;São João dos Patos ;615;0613;0726;522;MA
3796 º;Marilac ;615;0609;0781;488;MG
3796 º;Riacho de Santana ;615;0572;0764;532;BA
3796 º;São José do Campestre ;615;0564;0789;522;RN
3796 º;Barra de São Miguel ;615;0638;0767;475;AL
3796 º;Caputira ;615;0609;0809;471;MG
3796 º;Aracoiaba ;615;0550;0759;556;CE
3796 º;Soure ;615;0583;0760;525;PA
3796 º;Ribamar Fiquene ;615;0592;0744;527;MA
3796 º;Dom Eliseu ;615;0606;0763;502;PA
3796 º;Janduís ;615;0567;0776;529;RN
3796 º;Sebastião Laranjeiras ;615;0569;0777;527;BA
3796 º;Monsenhor Gil ;615;0568;0781;524;PI
3796 º;Monte Alegre de Goiás ;615;0592;0816;481;GO
3796 º;Itaporanga ;615;0607;0742;517;PB
3796 º;Capela ;615;0596;0766;510;SE
3796 º;Paramirim ;615;0604;0776;496;BA
3796 º;Entre Rios ;615;0602;0785;492;BA
3796 º;Gaúcha do Norte ;615;0658;0847;418;MT
3820 º;Igaporã ;614;0586;0766;516;BA
3820 º;Itapuã do Oeste ;614;0633;0751;488;RO
3820 º;Altos ;614;0590;0767;512;PI
3820 º;Itaú ;614;0588;0727;542;RN
3820 º;Nova Russas ;614;0585;0754;524;CE
3820 º;Sapeaçu ;614;0602;0735;522;BA
3820 º;Cristópolis ;614;0546;0766;553;BA
3820 º;Pilões ;614;0566;0777;527;RN
3820 º;Presidente Dutra ;614;0572;0730;553;BA
3820 º;Ouro Velho ;614;0585;0764;518;PB
3820 º;Marquinho ;614;0615;0814;463;PR
3820 º;Pracuúba ;614;0539;0790;544;AP
3820 º;Brasiléia ;614;0619;0770;485;AC
3820 º;Luislândia ;614;0568;0799;509;MG
3820 º;Patis ;614;0550;0787;534;MG
3820 º;Ibiaí ;614;0565;0795;516;MG
3820 º;Pedras de Maria da Cruz ;614;0564;0787;521;MG
3820 º;Jardim ;614;0547;0779;542;CE
3820 º;Ubaporanga ;614;0604;0805;475;MG
3820 º;Manacapuru ;614;0604;0795;481;AM
3820 º;Igarapé Grande ;614;0578;0747;536;MA
3820 º;Ibirapuã ;614;0641;0774;467;BA
3820 º;Santa Maria da Vitória ;614;0592;0758;516;BA
3820 º;Jaquirana ;614;0626;0779;475;RS
3820 º;Serra do Mel ;614;0574;0773;521;RN
3820 º;Sete Quedas ;614;0660;0778;450;MS
3820 º;Presidente Juscelino ;614;0603;0796;483;MG
3847 º;Castro Alves ;613;0591;0774;504;BA
3847 º;Santo Inácio do Piauí ;613;0543;0776;546;PI
3847 º;Lajeado do Bugre ;613;0604;0822;465;RS
3847 º;Lavras da Mangabeira ;613;0576;0778;515;CE
3847 º;Montalvânia ;613;0586;0799;492;MG
3847 º;Brasil Novo ;613;0632;0809;451;PA
3847 º;Buerarema ;613;0604;0772;495;BA
3847 º;Jaborandi ;613;0572;0791;508;BA
3847 º;Montividiu do Norte ;613;0578;0816;488;GO
3847 º;Santa Bárbara do Leste ;613;0608;0800;473;MG
3847 º;Itabaiana ;613;0592;0727;536;PB
3847 º;Ribeirópolis ;613;0610;0769;490;SE
3847 º;Santa Maria do Salto ;613;0593;0765;507;MG
3847 º;Santa Rita de Minas ;613;0627;0791;464;MG
3847 º;Iranduba ;613;0607;0799;476;AM
3847 º;Coaraci ;613;0615;0762;491;BA
3847 º;Rio Formoso ;613;0562;0809;506;PE
3847 º;Sertânia ;613;0601;0752;510;PE
3847 º;Corumbiara ;613;0630;0774;473;RO
3866 º;Boninal ;612;0564;0789;514;BA
3866 º;Jaguaretama ;612;0552;0776;535;CE
3866 º;Cujubim ;612;0663;0789;439;RO
3866 º;Cururupu ;612;0568;0768;525;MA
3866 º;Canindé ;612;0571;0765;526;CE
3866 º;Pintadas ;612;0572;0765;525;BA
3866 º;Delmiro Gouveia ;612;0599;0774;494;AL
3866 º;Marco ;612;0564;0734;553;CE
3866 º;Itacajá ;612;0585;0798;491;TO
3866 º;Vermelho Novo ;612;0610;0790;475;MG
3866 º;Bertolínia ;612;0596;0758;507;PI
3866 º;Santana do Cariri ;612;0527;0,779td>;557;CE
3866 º;Taboleiro Grande ;612;0570;0792;507;RN
3866 º;Mathias Lobato ;612;0596;0795;483;MG
3866 º;Santa Cruz da Baixa Verde ;612;0557;0786;523;PE
3866 º;Piedade de Caratinga ;612;0621;0773;477;MG
3866 º;Barro Duro ;612;0611;0729;514;PI
3866 º;Poço de José de Moura ;612;0578;0797;497;PB
3884 º;Capistrano ;611;0527;0730;593;CE
3884 º;Lajedo ;611;0599;0758;503;PE
3884 º;Conceição do Coité ;611;0587;0752;517;BA
3884 º;Colniza ;611;0633;0815;443;MT
3884 º;São Francisco do Guaporé ;611;0657;0751;462;RO
3884 º;São Rafael ;611;0588;0787;493;RN
3884 º;Amparo de São Francisco ;611;0569;0728;550;SE
3884 º;Varjota ;611;0575;0728;545;CE
3884 º;São Benedito ;611;0562;0764;531;CE
3884 º;Ibiassucê ;611;0608;0789;476;BA
3884 º;Sumidouro ;611;0658;0796;436;RJ
3884 º;Ubaitaba ;611;0607;0767;490;BA
3884 º;Livramento de Nossa Senhora ;611;0587;0793;491;BA
3884 º;Cabaceiras ;611;0574;0759;523;PB
3884 º;São José de Mipibu ;611;0599;0748;508;RN
3884 º;Rio Preto da Eva ;611;0590;0785;493;AM
3884 º;Tunas do Paraná ;611;0641;0801;444;PR
3884 º;Costa Marques ;611;0616;0751;493;RO
3902 º;Santa Margarida ;610;0635;0785;455;MG
3902 º;Divina Pastora ;610;0571;0753;527;SE
3902 º;Orocó ;610;0536;0766;553;PE
3902 º;Açucena ;610;0595;0844;451;MG
3902 º;São Félix do Piauí ;610;0587;0742;520;PI
3902 º;Morada Nova ;610;0569;0758;525;CE
3902 º;Monsenhor Tabosa ;610;0545;0773;538;CE
3902 º;Pesqueira ;610;0597;0751;506;PE
3902 º;Ererê ;610;0551;0754;547;CE
3902 º;São Raimundo das Mangabeiras ;610;0583;0749;521;MA
3902 º;Orobó ;610;0545;0787;528;PE
3902 º;Barão do Triunfo ;610;0645;0821;428;RS
3902 º;Virgem da Lapa ;610;0585;0797;488;MG
3902 º;Indaiabira ;610;0575;0804;490;MG
3902 º;Ruy Barbosa ;610;0583;0770;505;BA
3902 º;Coreaú ;610;0526;0758;568;CE
3902 º;Itarantim ;610;0608;0766;487;BA
3902 º;São José do Belmonte ;610;0569;0769;520;PE
3902 º;Barrocas ;610;0574;0786;503;BA
3902 º;Madalena ;610;0536;0778;545;CE
3902 º;Santa Cruz da Vitória ;610;0573;0786;504;BA
3902 º;Pastos Bons ;610;0540;0753;559;MA
3902 º;Igaracy ;610;0575;0794;496;PB
3902 º;Pilar ;610;0578;0771;509;AL
3902 º;Miranda do Norte ;610;0550;0751;550;MA
3927 º;Ubaí ;609;0552;0787;519;MG
3927 º;Monte Alegre ;609;0578;0770;507;RN
3927 º;Rubim ;609;0589;0817;469;MG
3927 º;Marcelino Vieira ;609;0571;0776;510;RN
3927 º;São Gabriel da Cachoeira ;609;0610;0777;476;AM
3927 º;Macaúbas ;609;0557;0791;513;BA
3927 º;Marapanim ;609;0570;0760;521;PA
3927 º;Nova Timboteua ;609;0564;0791;507;PA
3927 º;Baía Formosa ;609;0590;0718;534;RN
3927 º;Santa Helena ;609;0570;0786;504;PB
3927 º;Salgado ;609;0588;0789;486;SE
3927 º;Triunfo ;609;0578;0780;501;PB
3927 º;São João do Paraíso ;609;0554;0753;542;MA
3927 º;Amaralina ;609;0569;0813;489;GO
3927 º;Catende ;609;0578;0760;515;PE
3927 º;Siriri ;609;0565;0740;541;SE
3927 º;Guaraciaba do Norte ;609;0552;0776;528;CE
3927 º;Jampruca ;609;0605;0781;479;MG
3927 º;Lagoa do Carro ;609;0566;0789;505;PE
3927 º;Macaparana ;609;0571;0778;508;PE
3927 º;Urupá ;609;0621;0772;471;RO
3927 º;Assunção ;609;0601;0738;510;PB
3927 º;Santa Maria do Oeste ;609;0600;0790;477;PR
3927 º;Santa Rita ;609;0553;0743;551;MA
3927 º;Deputado Irapuan Pinheiro ;609;0542;0742;562;CE
3927 º;Catunda ;609;0537;0717;587;CE
3927 º;Ortigueira ;609;0632;0811;441;PR
3927 º;Santa Terezinha ;609;0596;0761;498;MT
3927 º;Divisópolis ;609;0577;0802;489;MG
3927 º;Grajaú ;609;0603;0754;497;MA
3957 º;Japonvar ;608;0556;0786;514;MG
3957 º;Ingazeira ;608;0575;0766;510;PE
3957 º;Ibiapina ;608;0559;0767;525;CE
3957 º;Luisburgo ;608;0610;0809;455;MG
3957 º;Diamante do Sul ;608;0605;0777;479;PR
3957 º;Queimadas ;608;0578;0796;489;PB
3957 º;Serra Dourada ;608;0539;0775;537;BA
3957 º;Maxaranguape ;608;0582;0764;506;RN
3957 º;São Francisco do Pará ;608;0571;0785;502;PA
3957 º;São João do Rio do Peixe ;608;0586;0782;490;PB
3957 º;Divisa Alegre ;608;0603;0723;515;MG
3957 º;Areial ;608;0573;0779;503;PB
3957 º;Salvaterra ;608;0580;0793;488;PA
3957 º;Francisco Santos ;608;0598;0754;498;PI
3957 º;Rio da Conceição ;608;0557;0718;561;TO
3957 º;Prata ;608;0566;0772;514;PB
3957 º;Picuí ;608;0596;0745;506;PB
3957 º;José da Penha ;608;0583;0788;489;RN
3957 º;Marizópolis ;608;0582;0753;512;PB
3957 º;Luís Gomes ;608;0545;0776;531;RN
3957 º;Salto da Divisa ;608;0586;0846;453;MG
3957 º;Tangará ;608;0566;0770;516;RN
3957 º;São Fernando ;608;0591;0750;508;RN
3957 º;São José da Coroa Grande ;608;0585;0736;522;PE
3957 º;Santana ;608;0585;0776;496;BA
3957 º;Alcobaça ;608;0611;0771;476;BA
3957 º;Rafael Fernandes ;608;0588;0737;518;RN
3984 º;Barro Alto ;607;0551;0739;550;BA
3984 º;São Sebastião do Anta ;607;0597;0766;490;MG
3984 º;Santa Rita do Itueto ;607;0609;0779;472;MG
3984 º;Santa Efigênia de Minas ;607;0579;0793;487;MG
3984 º;Ouriçangas ;607;0572;0779;503;BA
3984 º;Maracás ;607;0577;0747;519;BA
3984 º;Remígio ;607;0592;0797;474;PB
3984 º;Boqueirão ;607;0592;0763;496;PB
3984 º;Cerro Corá ;607;0573;0754;518;RN
3984 º;Mulungu ;607;0551;0759;534;CE
3984 º;Mucambo ;607;0565;0732;541;CE
3984 º;Curimatá ;607;0574;0741;527;PI
3984 º;Davinópolis ;607;0561;0747;535;MA
3984 º;Mateiros ;607;0586;0823;463;TO
3984 º;Monte Negro ;607;0645;0762;454;RO
3999 º;Arês ;606;0587;0725;523;RN
