date;state;city;place_type;confirmed;deaths;is_last;estimated_population;city_ibge_code;confirmed_per_100k_inhabitants;death_rate;death_per_100k_inhabitants;Ranking IDHM 2010;IDHM 2010;IDHM Renda 2010;IDHM Longevidade 2010;IDHM Educação 2010
2022-03-24;RS;Brochier;city;1071;7;True;5104,0;4302659,0;20983,54232;0,0065;137,1473354231975;1934 º;699;0723;0851;554
2022-03-24;RS;Butiá;city;3026;64;True;20952,0;4302709,0;14442,53532;0,0212;305,4600992745323;2199 º;689;0691;0848;558
2022-03-24;RS;Caçapava do Sul;city;6597;102;True;33548,0;4302808,0;19664,36151;0,0155;304,0419697150352;1776 º;704;0699;0855;585
2022-03-24;RS;Cacequi;city;1387;16;True;12423,0;4302907,0;11164,77501;0,0115;128,7933671415922;1904 º;700;0680;0807;626
2022-03-24;RS;Cachoeira do Sul;city;17288;232;True;81869,0;4303004,0;21116,66198;0,0134;283,3795453712638;719 º;742;0739;0854;648
2022-03-24;RS;Cachoeirinha;city;19891;529;True;131240,0;4303103,0;15156,20238;0,0266;403,0783297775069;420 º;757;0749;0857;675
2022-03-24;RS;Cacique Doble;city;1142;14;True;5074,0;4303202,0;22506,89791;0,0123;275,9164367363027;2846 º;662;0677;0810;528
2022-03-24;RS;Caibaté;city;522;8;True;4823,0;4303301,0;10823,13913;0,0153;165,87186398507154;1331 º;719;0709;0857;611
2022-03-24;RS;Caiçara;city;1046;12;True;4700,0;4303400,0;22255,31915;0,0115;255,3191489361702;1934 º;699;0721;0817;580
2022-03-24;RS;Camaquã;city;8992;182;True;66478,0;4303509,0;13526,27937;0,0202;273,77478263485665;1995 º;697;0715;0819;578
2022-03-24;RS;Camargo;city;661;8;True;2742,0;4303558,0;24106,49161;0,0121;291,75784099197665;876 º;736;0762;0854;612
2022-03-24;RS;Cambará do Sul;city;408;12;True;6406,0;4303608,0;6369,02904;0,0294;187,32438339057134;1995 º;697;0705;0838;574
2022-03-24;RS;Campestre da Serra;city;500;4;True;3395,0;4303673,0;14727,5405;0,008;117,82032400589101;1720 º;706;0713;0886;557
2022-03-24;RS;Campina das Missões;city;1183;11;True;5398,0;4303707,0;21915,52427;0,0093;203,77917747313822;823 º;738;0698;0849;677
2022-03-24;RS;Campinas do Sul;city;1345;7;True;5438,0;4303806,0;24733,35785;0,0052;128,72379551305627;366 º;760;0753;0842;691
2022-03-24;RS;Campo Bom;city;16918;280;True;69458,0;4303905,0;24357,16548;0,0166;403,1213107201474;648 º;745;0755;0852;643
2022-03-24;RS;Campo Novo;city;1221;23;True;4376,0;4304002,0;27902,19378;0,0188;525,5941499085923;1811 º;703;0677;0866;593
2022-03-24;RS;Campos Borges;city;886;13;True;3295,0;4304101,0;26889,2261;0,0147;394,5371775417299;1665 º;708;0704;0819;616
2022-03-24;RS;Candelária;city;5607;87;True;31421,0;4304200,0;17844,75351;0,0155;276,8848859043315;2573 º;674;0699;0842;521
2022-03-24;RS;Cândido Godói;city;1169;5;True;6151,0;4304309,0;19005,03983;0,0043;81,28759551292472;1081 º;728;0720;0853;627
2022-03-24;RS;Candiota;city;2433;18;True;9647,0;4304358,0;25220,27573;0,0074;186,5865035762413;1969 º;698;0704;0860;562
2022-03-24;RS;Canela;city;10200;206;True;45488,0;4304408,0;22423,49631;0,0202;452,86669011607455;583 º;748;0738;0849;667
2022-03-24;RS;Canguçu;city;8123;122;True;56211,0;4304507,0;14450,90819;0,015;217,03936951842167;3115 º;650;0683;0819;491
2022-03-24;RS;Canoas;city;66955;1790;True;348208,0;4304606,0;19228,44966;0,0267;514,0605615034692;551 º;750;0768;0864;636
2022-03-24;RS;Canudos do Vale;city;238;6;True;1705,0;4304614,0;13958,94428;0,0252;351,90615835777123;1514 º;713;0751;0840;574
2022-03-24;RS;Capão Bonito do Sul;city;528;6;True;1641,0;4304622,0;32175,50274;0,0114;365,6307129798903;3357 º;637;0654;0779;507
2022-03-24;RS;Capão da Canoa;city;16117;244;True;54051,0;4304630,0;29818,13472;0,0151;451,4255055410631;695 º;743;0756;0852;637
2022-03-24;RS;Capão do Cipó;city;563;6;True;3699,0;4304655,0;15220,32982;0,0107;162,20600162206003;2621 º;672;0639;0860;552
2022-03-24;RS;Capão do Leão;city;4862;93;True;25409,0;4304663,0;19134,95218;0,0191;366,01204297689793;3357 º;637;0662;0814;480
2022-03-24;RS;Capela de Santana;city;2007;32;True;12064,0;4304689,0;16636,27321;0,0159;265,2519893899204;2870 º;661;0675;0816;525
2022-03-24;RS;Capitão;city;688;3;True;2763,0;4304697,0;24900,4705;0,0044;108,57763300760044;628 º;746;0747;0842;661
2022-03-24;RS;Capivari do Sul;city;1453;9;True;4728,0;4304671,0;30731,81049;0,0062;190,35532994923858;274 º;766;0805;0836;668
2022-03-24;RS;Caraá;city;1269;28;True;8350,0;4304713,0;15197,60479;0,0221;335,3293413173653;3070 º;652;0661;0830;505
2022-03-24;RS;Carazinho;city;16918;294;True;62265,0;4304705,0;27170,96282;0,0174;472,1753794266442;274 º;766;0756;0840;707
2022-03-24;RS;Carlos Barbosa;city;7233;61;True;30241,0;4304804,0;23917,85986;0,0084;201,7129063192355;53 º;796;0835;0835;724
2022-03-24;RS;Carlos Gomes;city;197;1;True;1351,0;4304853,0;14581,79127;0,0051;74,01924500370096;795 º;739;0732;0886;622
2022-03-24;RS;Casca;city;1911;22;True;9051,0;4304903,0;21113,6891;0,0115;243,06706441277205;92 º;785;0778;0847;733
2022-03-24;RS;Caseiros;city;453;15;True;3216,0;4304952,0;14085,8209;0,0331;466,41791044776113;1811 º;703;0696;0833;600
2022-03-24;RS;Catuípe;city;1646;33;True;8701,0;4305009,0;18917,36582;0,02;379,2667509481669;795 º;739;0763;0842;627
2022-03-24;RS;Caxias do Sul;city;125208;1537;True;517451,0;4305108,0;24197,07373;0,0123;297,03295577745524;113 º;782;0812;0860;686
2022-03-24;RS;Centenário;city;326;4;True;2877,0;4305116,0;11331,24783;0,0123;139,03371567605146;1866 º;701;0707;0856;569
2022-03-24;RS;Cerrito;city;797;14;True;6047,0;4305124,0;13180,0893;0,0176;231,51976186538778;3136 º;649;0657;0824;504
2022-03-24;RS;Cerro Branco;city;570;7;True;4706,0;4305132,0;12112,1972;0,0123;148,74628134296643;2870 º;661;0671;0816;527
2022-03-24;RS;Cerro Grande;city;421;7;True;2296,0;4305157,0;18336,23693;0,0166;304,8780487804878;2573 º;674;0676;0803;563
2022-03-24;RS;Cerro Grande do Sul;city;1228;26;True;12413,0;4305173,0;9892,85427;0,0212;209,45782647224684;2898 º;660;0673;0855;499
2022-03-24;RS;Cerro Largo;city;3455;29;True;14189,0;4305207,0;24349,84847;0,0084;204,38367749665235;304 º;764;0752;0849;698
2022-03-24;RS;Chapada;city;2119;29;True;9239,0;4305306,0;22935,38262;0,0137;313,8867842840134;420 º;757;0752;0849;679
2022-03-24;RS;Charqueadas;city;7443;116;True;41258,0;4305355,0;18040,13767;0,0156;281,1575936788017;599 º;747;0726;0870;659
2022-03-24;RS;Charrua;city;517;12;True;3252,0;4305371,0;15897,90898;0,0232;369,00369003690037;3702 º;620;0699;0885;385
2022-03-24;RS;Chiapetta;city;868;20;True;3719,0;4305405,0;23339,60742;0,023;537,7789728421619;965 º;732;0702;0850;657
2022-03-24;RS;Chuí;city;936;5;True;6770,0;4305439,0;13825,70162;0,0053;73,8552437223043;1720 º;706;0676;0792;658
2022-03-24;RS;Chuvisca;city;733;5;True;5480,0;4305447,0;13375,91241;0,0068;91,24087591240875;3771 º;616;0655;0818;437
2022-03-24;RS;Cidreira;city;3856;83;True;16583,0;4305454,0;23252,7287;0,0215;500,51257311704757;1052 º;729;0730;0848;625
2022-03-24;RS;Ciríaco;city;1164;29;True;4719,0;4305504,0;24666,24285;0,0249;614,5369781733418;1331 º;719;0724;0855;600
2022-03-24;RS;Colinas;city;781;3;True;2469,0;4305587,0;31632,23977;0,0038;121,5066828675577;289 º;765;0786;0840;678
2022-03-24;RS;Colorado;city;1038;15;True;3130,0;4305603,0;33162,9393;0,0145;479,23322683706067;400 º;758;0775;0835;674
2022-03-24;RS;Condor;city;1970;7;True;6759,0;4305702,0;29146,32342;0,0036;103,5656162154165;599 º;747;0735;0852;666
2022-03-24;RS;Constantina;city;1927;18;True;9907,0;4305801,0;19450,89331;0,0093;181,68971434339355;467 º;754;0726;0885;668
2022-03-24;RS;Coqueiro Baixo;city;298;3;True;1495,0;4305835,0;19933,11037;0,0101;200,6688963210702;2134 º;692;0703;0886;532
2022-03-24;RS;Coqueiros do Sul;city;299;7;True;2286,0;4305850,0;13079,61505;0,0234;306,2117235345582;628 º;746;0806;0840;614
2022-03-24;RS;Coronel Barros;city;871;5;True;2520,0;4305871,0;34563,49206;0,0057;198,4126984126984;667 º;744;0793;0852;610
2022-03-24;RS;Coronel Bicaco;city;1314;40;True;7268,0;4305900,0;18079,25151;0,0304;550,3577325261421;2776 º;665;0667;0803;550
2022-03-24;RS;Coronel Pilar;city;279;6;True;1614,0;4305934,0;17286,24535;0,0215;371,74721189591077;1107 º;727;0766;0835;600
2022-03-24;RS;Cotiporã;city;1192;5;True;3838,0;4305959,0;31057,84263;0,0042;130,27618551328817;743 º;741;0767;0835;636
2022-03-24;RS;Coxilha;city;544;12;True;2743,0;4305975,0;19832,3004;0,0221;437,4772147283996;1720 º;706;0693;0866;586
2022-03-24;RS;Crissiumal;city;2277;26;True;13357,0;4306007,0;17047,24115;0,0114;194,65448828329716;1546 º;712;0702;0835;616
2022-03-24;RS;Cristal;city;1495;26;True;8067,0;4306056,0;18532,29205;0,0174;322,3007313747366;3222 º;644;0687;0826;471
2022-03-24;RS;Cristal do Sul;city;651;2;True;2844,0;4306072,0;22890,29536;0,0031;70,32348804500704;2898 º;660;0641;0826;542
2022-03-24;RS;Cruz Alta;city;15832;251;True;59922,0;4306106,0;26421,01398;0,0159;418,8778745702747;551 º;750;0754;0858;653
2022-03-24;RS;Cruzaltense;city;266;6;True;1799,0;4306130,0;14785,99222;0,0226;333,51862145636466;1331 º;719;0724;0849;605
2022-03-24;RS;Cruzeiro do Sul;city;1938;42;True;12402,0;4306205,0;15626,51185;0,0217;338,6550556361877;1217 º;723;0746;0833;607
2022-03-24;RS;David Canabarro;city;1201;16;True;4736,0;4306304,0;25358,9527;0,0133;337,83783783783787;335 º;762;0740;0870;688
2022-03-24;RS;Derrubadas;city;700;7;True;2761,0;4306320,0;25353,13292;0,01;253,5313292285404;1696 º;707;0664;0846;628
2022-03-24;RS;Dezesseis de Novembro;city;333;5;True;2378,0;4306353,0;14003,36417;0,015;210,26072329688813;3030 º;654;0625;0809;553
2022-03-24;RS;Dilermando de Aguiar;city;274;5;True;3002,0;4306379,0;9127,2485;0,0182;166,55562958027983;3156 º;648;0681;0864;463
2022-03-24;RS;Dois Irmãos;city;6776;81;True;33119,0;4306403,0;20459,55494;0,012;244,57260182976538;695 º;743;0763;0848;633
2022-03-24;RS;Dois Irmãos das Missões;city;505;5;True;2008,0;4306429,0;25149,40239;0,0099;249,003984063745;2663 º;670;0646;0797;585
2022-03-24;RS;Dois Lajeados;city;752;6;True;3405,0;4306452,0;22085,16887;0,008;176,2114537444934;420 º;757;0775;0837;670
2022-03-24;RS;Dom Feliciano;city;1558;28;True;15487,0;4306502,0;10060,05036;0,018;180,79679731387617;4467 º;587;0633;0818;390
2022-03-24;RS;Dom Pedrito;city;7288;111;True;38339,0;4306601,0;19009,36383;0,0152;289,5224184251024;1665 º;708;0715;0848;585
2022-03-24;RS;Dom Pedro de Alcântara;city;477;8;True;2527,0;4306551,0;18876,13771;0,0168;316,58092599920855;2161 º;691;0697;0820;577
2022-03-24;RS;Dona Francisca;city;194;7;True;2999,0;4306700,0;6468,82294;0,0361;233,41113704568193;1995 º;697;0718;0831;568
2022-03-24;RS;Doutor Maurício Cardoso;city;683;17;True;4462,0;4306734,0;15307,0372;0,0249;380,9950694755715;1720 º;706;0707;0840;593
2022-03-24;RS;Doutor Ricardo;city;548;4;True;1975,0;4306759,0;27746,83544;0,0073;202,53164556962025;1191 º;724;0749;0855;593
2022-03-24;RS;Eldorado do Sul;city;8575;149;True;41902,0;4306767,0;20464,41697;0,0174;355,5916185384946;1398 º;717;0717;0844;609
2022-03-24;RS;Encantado;city;3612;59;True;22880,0;4306809,0;15786,71329;0,0163;257,86713286713285;265 º;767;0764;0858;687
2022-03-24;RS;Encruzilhada do Sul;city;3662;85;True;25960,0;4306908,0;14106,31741;0,0232;327,4268104776579;2964 º;657;0677;0875;478
2022-03-24;RS;Engenho Velho;city;252;5;True;982,0;4306924,0;25661,91446;0,0198;509,16496945010186;1398 º;717;0735;0821;611
2022-03-24;RS;Entre-Ijuís;city;2120;32;True;8411,0;4306932,0;25205,08857;0,0151;380,4541671620497;2439 º;680;0692;0829;548
2022-03-24;RS;Entre Rios do Sul;city;379;5;True;2758,0;4306957,0;13741,84191;0,0132;181,29079042784628;1811 º;703;0709;0857;572
2022-03-24;RS;Erebango;city;553;4;True;2982,0;4306973,0;18544,60094;0,0072;134,1381623071764;1546 º;712;0689;0837;626
2022-03-24;RS;Erechim;city;23937;221;True;106633,0;4307005,0;22448,02266;0,0092;207,2529142010447;168 º;776;0782;0833;716
2022-03-24;RS;Ernestina;city;363;11;True;3170,0;4307054,0;11451,1041;0,0303;347,0031545741325;1427 º;716;0703;0854;612
2022-03-24;RS;Erval Grande;city;559;8;True;4819,0;4307203,0;11599,917;0,0143;166,00954554886908;2412 º;681;0713;0885;501
2022-03-24;RS;Erval Seco;city;1110;9;True;6802,0;4307302,0;16318,72979;0,0081;132,3140252866804;2309 º;685;0666;0821;589
2022-03-24;RS;Esmeralda;city;327;7;True;3287,0;4307401,0;9948,28111;0,0214;212,96014602981444;2439 º;680;0669;0827;569
2022-03-24;RS;Esperança do Sul;city;389;15;True;2885,0;4307450,0;13483,53553;0,0386;519,9306759098787;2870 º;661;0665;0788;550
2022-03-24;RS;Espumoso;city;4001;54;True;15591,0;4307500,0;25662,24104;0,0135;346,353665576294;289 º;765;0747;0884;677
2022-03-24;RS;Estação;city;1469;21;True;5940,0;4307559,0;24730,63973;0,0143;353,5353535353536;488 º;753;0752;0843;674
2022-03-24;RS;Estância Velha;city;9506;155;True;50672,0;4307609,0;18759,86738;0,0163;305,88885380486266;420 º;757;0749;0887;652
2022-03-24;RS;Esteio;city;19523;408;True;83279,0;4307708,0;23442,88476;0,0209;489,9194274667083;467 º;754;0769;0843;662
2022-03-24;RS;Estrela;city;7012;78;True;34399,0;4307807,0;20384,3135;0,0111;226,75077763888484;265 º;767;0776;0850;684
2022-03-24;RS;Estrela Velha;city;694;7;True;3650,0;4307815,0;19013,69863;0,0101;191,78082191780823;2462 º;679;0707;0792;560
2022-03-24;RS;Eugênio de Castro;city;577;8;True;2352,0;4307831,0;24532,31293;0,0139;340,1360544217687;1546 º;712;0697;0885;584
2022-03-24;RS;Fagundes Varela;city;798;4;True;2741,0;4307864,0;29113,46224;0,005;145,9321415541773;320 º;763;0773;0852;674
2022-03-24;RS;Farroupilha;city;15962;197;True;73061,0;4307906,0;21847,4973;0,0123;269,63770000410614;157 º;777;0783;0861;696
2022-03-24;RS;Faxinal do Soturno;city;1086;11;True;6663,0;4308003,0;16298,96443;0,0101;165,09079993996698;1301 º;720;0732;0854;597
2022-03-24;RS;Faxinalzinho;city;388;6;True;2284,0;4308052,0;16987,74081;0,0155;262,6970227670753;2759 º;666;0646;0801;571
2022-03-24;RS;Fazenda Vilanova;city;724;9;True;4608,0;4308078,0;15711,80556;0,0124;195,3125;1969 º;698;0726;0841;557
2022-03-24;RS;Feliz;city;3917;27;True;13640,0;4308102,0;28717,0088;0,0069;197,94721407624633;551 º;750;0758;0847;658
2022-03-24;RS;Flores da Cunha;city;7747;75;True;31063,0;4308201,0;24939,6388;0,0097;241,444805717413;467 º;754;0786;0849;642
2022-03-24;RS;Floriano Peixoto;city;234;1;True;1737,0;4308250,0;13471,50259;0,0043;57,57052389176742;2828 º;663;0701;0854;486
2022-03-24;RS;Fontoura Xavier;city;1582;32;True;10241,0;4308300,0;15447,71018;0,0202;312,4694854018162;2870 º;661;0668;0812;532
2022-03-24;RS;Formigueiro;city;944;15;True;6616,0;4308409,0;14268,44015;0,0159;226,7230955259976;2386 º;682;0690;0838;549
2022-03-24;RS;Forquetinha;city;327;8;True;2400,0;4308433,0;13625,0;0,0245;333,33333333333337;2359 º;683;0743;0886;484
2022-03-24;RS;Fortaleza dos Valos;city;1452;10;True;4285,0;4308458,0;33885,64761;0,0069;233,3722287047841;440 º;756;0779;0837;663
2022-03-24;RS;Frederico Westphalen;city;8912;89;True;31498,0;4308508,0;28293,85993;0,01;282,5576227062036;366 º;760;0754;0846;688
2022-03-24;RS;Garibaldi;city;9656;85;True;35440,0;4308607,0;27246,04966;0,0088;239,84198645598192;87 º;786;0825;0856;688
2022-03-24;RS;Garruchos;city;149;7;True;2886,0;4308656,0;5162,85516;0,047;242,55024255024253;2642 º;671;0657;0833;553
2022-03-24;RS;Gaurama;city;948;6;True;5489,0;4308706,0;17270,90545;0,0063;109,3095281472035;823 º;738;0733;0852;643
2022-03-24;RS;General Câmara;city;1265;24;True;8361,0;4308805,0;15129,76917;0,019;287,0470039468963;2282 º;686;0704;0832;552
2022-03-24;RS;Gentil;city;233;5;True;1626,0;4308854,0;14329,6433;0,0215;307,5030750307503;940 º;733;0710;0863;643
2022-03-24;RS;Getúlio Vargas;city;3871;44;True;16184,0;4308904,0;23918,68512;0,0114;271,8734552644587;628 º;746;0747;0843;658
2022-03-24;RS;Giruá;city;3465;47;True;15863,0;4309001,0;21843,28311;0,0136;296,2869570699111;1266 º;721;0707;0842;629
2022-03-24;RS;Glorinha;city;1489;32;True;8204,0;4309050,0;18149,68308;0,0215;390,05363237445147;1486 º;714;0716;0859;593
2022-03-24;RS;Gramado;city;12504;155;True;36555,0;4309100,0;34205,99097;0,0124;424,01860210641496;304 º;764;0783;0861;662
2022-03-24;RS;Gramado dos Loureiros;city;367;4;True;2058,0;4309126,0;17832,84742;0,0109;194,3634596695821;2309 º;685;0662;0832;584
2022-03-24;RS;Gramado Xavier;city;606;4;True;4352,0;4309159,0;13924,63235;0,0066;91,91176470588235;3407 º;634;0681;0792;473
2022-03-24;RS;Gravataí;city;32377;1033;True;283620,0;4309209,0;11415,62654;0,0319;364,21973062548483;876 º;736;0727;0862;636
2022-03-24;RS;Guabiju;city;267;1;True;1490,0;4309258,0;17919,46309;0,0037;67,11409395973153;400 º;758;0831;0857;612
2022-03-24;RS;Guaíba;city;13936;378;True;98239,0;4309308,0;14185,81215;0,0271;384,7759036635145;1021 º;730;0732;0833;639
2022-03-24;RS;Guaporé;city;6698;76;True;25968,0;4309407,0;25793,28404;0,0113;292,667898952557;289 º;765;0781;0837;685
2022-03-24;RS;Guarani das Missões;city;1246;18;True;7463,0;4309506,0;16695,69878;0,0144;241,1898700254589;850 º;737;0698;0863;665
2022-03-24;RS;Harmonia;city;1291;15;True;4917,0;4309555,0;26255,84706;0,0116;305,0640634533252;562 º;749;0748;0841;668
2022-03-24;RS;Herval;city;1248;22;True;6814,0;4307104,0;18315,23334;0,0176;322,8646903434106;2251 º;687;0730;0843;527
2022-03-24;RS;Herveiras;city;385;3;True;3019,0;4309571,0;12752,56708;0,0078;99,37065253395164;3771 º;616;0670;0792;441
2022-03-24;RS;Horizontina;city;4642;48;True;19389,0;4309605,0;23941,41008;0,0103;247,5630512146062;110 º;783;0782;0858;716
2022-03-24;RS;Hulha Negra;city;1040;11;True;6836,0;4309654,0;15213,57519;0,0106;160,91281451141018;3234 º;643;0653;0796;512
2022-03-24;RS;Humaitá;city;532;11;True;4736,0;4309704,0;11233,10811;0,0207;232,26351351351352;823 º;738;0732;0837;657
2022-03-24;RS;Ibarama;city;624;7;True;4399,0;4309753,0;14185,04206;0,0112;159,12707433507614;3070 º;652;0686;0792;511
2022-03-24;RS;Ibiaçá;city;1109;14;True;4699,0;4309803,0;23600,76612;0,0126;297,9357310065971;795 º;739;0766;0888;593
2022-03-24;RS;Ibiraiaras;city;1805;40;True;7265,0;4309902,0;24845,14797;0,0222;550,5849965588437;1191 º;724;0739;0835;615
2022-03-24;RS;Ibirapuitã;city;601;16;True;4000,0;4309951,0;15025,0;0,0266;400,0;3333 º;638;0678;0828;463
2022-03-24;RS;Ibirubá;city;7283;95;True;20413,0;4310009,0;35678,24426;0,013;465,3897026404742;289 º;765;0786;0848;671
2022-03-24;RS;Igrejinha;city;7132;132;True;37340,0;4310108,0;19100,16069;0,0185;353,50830208891267;1266 º;721;0749;0876;571
2022-03-24;RS;Ijuí;city;23980;286;True;83764,0;4310207,0;28628,05024;0,0119;341,4354615347882;119 º;781;0786;0858;707
2022-03-24;RS;Ilópolis;city;559;5;True;4066,0;4310306,0;13748,15544;0,0089;122,97097884899165;1021 º;730;0756;0866;595
2022-03-24;RS;Imbé;city;6557;145;True;23271,0;4310330,0;28176,70061;0,0221;623,0931201925142;304 º;764;0825;0847;638
2022-03-24;RS;Imigrante;city;437;9;True;3100,0;4310363,0;14096,77419;0,0206;290,32258064516134;695 º;743;0764;0844;635
2022-03-24;RS;Independência;city;1316;12;True;6109,0;4310405,0;21541,98723;0,0091;196,43149451628747;2105 º;693;0711;0813;576
2022-03-24;RS;Inhacorá;city;139;4;True;2215,0;4310413,0;6275,39503;0,0288;180,58690744920992;2598 º;673;0647;0807;585
2022-03-24;RS;Ipê;city;1707;13;True;6689,0;4310439,0;25519,50964;0,0076;194,34893108087905;1081 º;728;0751;0831;618
2022-03-24;RS;Ipiranga do Sul;city;348;2;True;1880,0;4310462,0;18510,6383;0,0057;106,38297872340426;62 º;791;0818;0866;698
2022-03-24;RS;Iraí;city;1113;17;True;7141,0;4310504,0;15586,05237;0,0153;238,0618960929842;2161 º;691;0684;0819;590
2022-03-24;RS;Itaara;city;849;18;True;5537,0;4310538,0;15333,21293;0,0212;325,08578652700015;366 º;760;0761;0841;687
2022-03-24;RS;Itacurubi;city;98;7;True;3460,0;4310553,0;2832,36994;0,0714;202,31213872832367;2964 º;657;0692;0804;509
2022-03-24;RS;Itapuca;city;299;3;True;2065,0;4310579,0;14479,41889;0,01;145,27845036319613;2802 º;664;0709;0834;495
2022-03-24;RS;Itaqui;city;5853;72;True;37489,0;4310603,0;15612,57969;0,0123;192,05633652538077;1514 º;713;0687;0843;626
2022-03-24;RS;Itati;city;266;12;True;2397,0;4310652,0;11097,20484;0,0451;500,6257822277847;2691 º;669;0692;0827;524
2022-03-24;RS;Itatiba do Sul;city;466;3;True;3231,0;4310702,0;14422,77933;0,0064;92,85051067780873;2412 º;681;0696;0801;567
2022-03-24;RS;Ivorá;city;111;1;True;1881,0;4310751,0;5901,11643;0,009;53,163211057947905;1191 º;724;0712;0886;602
2022-03-24;RS;Ivoti;city;5683;73;True;24690,0;4310801,0;23017,41596;0,0128;295,66626164439043;100 º;784;0780;0848;729
2022-03-24;RS;Jaboticaba;city;652;11;True;3773,0;4310850,0;17280,67851;0,0169;291,5451895043732;2946 º;658;0636;0820;547
2022-03-24;RS;Jacuizinho;city;381;2;True;2706,0;4310876,0;14079,82262;0,0052;73,90983000739098;2846 º;662;0730;0817;487
2022-03-24;RS;Jacutinga;city;615;4;True;3546,0;4310900,0;17343,48562;0,0065;112,80315848843769;1133 º;726;0703;0855;636
2022-03-24;RS;Jaguarão;city;4455;57;True;26500,0;4311007,0;16811,32075;0,0128;215,0943396226415;1696 º;707;0698;0832;608
2022-03-24;RS;Jaguari;city;1957;37;True;10765,0;4311106,0;18179,28472;0,0189;343,7064561077566;1546 º;712;0734;0866;567
2022-03-24;RS;Jaquirana;city;835;10;True;3662,0;4311122,0;22801,74768;0,012;273,07482250136536;3820 º;614;0626;0779;475
2022-03-24;RS;Jari;city;227;3;True;3486,0;4311130,0;6511,76133;0,0132;86,05851979345955;3469 º;631;0636;0836;473
2022-03-24;RS;Jóia;city;1475;21;True;8566,0;4311155,0;17219,23885;0,0142;245,15526500116738;2282 º;686;0671;0841;572
2022-03-24;RS;Júlio de Castilhos;city;3452;46;True;19224,0;4311205,0;17956,72077;0,0133;239,284228048273;1427 º;716;0733;0833;602
2022-03-24;RS;Lagoa Bonita do Sul;city;180;1;True;2921,0;4311239,0;6162,27319;0,0056;34,23485107839781;2663 º;670;0696;0801;539
2022-03-24;RS;Lagoa dos Três Cantos;city;375;5;True;1607,0;4311270,0;23335,40759;0,0133;311,13876789047913;71 º;789;0765;0852;754
2022-03-24;RS;Lagoão;city;756;15;True;6461,0;4311254,0;11700,97508;0,0198;232,1622039931899;3234 º;643;0641;0822;505
2022-03-24;RS;Lagoa Vermelha;city;6744;111;True;27778,0;4311304,0;24278,20577;0,0165;399,5968032255742;823 º;738;0734;0885;620
2022-03-24;RS;Lajeado;city;22420;237;True;85033,0;4311403,0;26366,23429;0,0106;278,71532228664165;145 º;778;0796;0840;704
2022-03-24;RS;Lajeado do Bugre;city;511;17;True;2566,0;4311429,0;19914,26345;0,0333;662,5097427903352;3847 º;613;0604;0822;465
2022-03-24;RS;Lavras do Sul;city;891;16;True;7444,0;4311502,0;11969,37131;0,018;214,93820526598606;1934 º;699;0683;0868;577
2022-03-24;RS;Liberato Salzano;city;827;11;True;5152,0;4311601,0;16052,01863;0,0133;213,50931677018636;2309 º;685;0680;0810;583
2022-03-24;RS;Lindolfo Collor;city;1534;16;True;6125,0;4311627,0;25044,89796;0,0104;261,2244897959184;1546 º;712;0712;0842;601
2022-03-24;RS;Linha Nova;city;307;3;True;1719,0;4311643,0;17859,22048;0,0098;174,52006980802793;562 º;749;0751;0846;662
2022-03-24;RS;Maçambará;city;1058;6;True;4562,0;4311718,0;23191,58264;0,0057;131,521262604121;2332 º;684;0664;0832;580
2022-03-24;RS;Machadinho;city;1382;13;True;5427,0;4311700,0;25465,26626;0,0094;239,54302561267735;2134 º;692;0711;0807;577
2022-03-24;RS;Mampituba;city;439;3;True;2973,0;4311734,0;14766,2294;0,0068;100,90817356205852;3136 º;649;0650;0813;517
2022-03-24;RS;Manoel Viana;city;1237;12;True;7307,0;4311759,0;16928,97222;0,0097;164,22608457643355;3008 º;655;0686;0766;534
2022-03-24;RS;Maquiné;city;1246;24;True;6681,0;4311775,0;18649,90271;0,0193;359,22766052986077;2386 º;682;0695;0880;519
2022-03-24;RS;Maratá;city;483;4;True;2702,0;4311791,0;17875,64767;0,0083;148,03849000740192;1995 º;697;0729;0862;540
2022-03-24;RS;Marau;city;12587;122;True;44858,0;4311809,0;28059,65491;0,0097;271,9693254269027;185 º;774;0773;0857;699
2022-03-24;RS;Marcelino Ramos;city;707;8;True;4319,0;4311908,0;16369,52998;0,0113;185,22806205140077;1191 º;724;0735;0834;618
2022-03-24;RS;Mariana Pimentel;city;516;5;True;3888,0;4311981,0;13271,60494;0,0097;128,6008230452675;1866 º;701;0701;0866;568
2022-03-24;RS;Mariano Moro;city;233;5;True;2009,0;4312005,0;11597,80986;0,0215;248,88003982080636;1021 º;730;0763;0843;604
2022-03-24;RS;Marques de Souza;city;485;9;True;3995,0;4312054,0;12140,17522;0,0186;225,28160200250315;2251 º;687;0743;0849;515
2022-03-24;RS;Mata;city;1002;13;True;4797,0;4312104,0;20888,05503;0,013;271,00271002710025;2986 º;656;0660;0807;529
2022-03-24;RS;Mato Castelhano;city;611;17;True;2542,0;4312138,0;24036,19197;0,0278;668,7647521636507;1107 º;727;0752;0839;608
2022-03-24;RS;Mato Leitão;city;1242;8;True;4573,0;4312153,0;27159,41395;0,0064;174,93986442160508;628 º;746;0721;0853;676
2022-03-24;RS;Mato Queimado;city;210;4;True;1629,0;4312179,0;12891,34438;0,019;245,54941682013504;1398 º;717;0702;0870;603
